Linux 6.5.0-44-generic (npc2408016) 	07/01/2025 	_x86_64_	(22 CPU)

11:55:54 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:55:57 AM  1000     27043    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:57 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:57 AM  1000     27076    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:57 AM  1000     27079    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:57 AM  1000     27082    0.00    0.00    0.00    0.00    0.00     3  listener
11:55:57 AM  1000     27099    0.00    0.00    0.00    0.00    0.00     6  listener
11:55:57 AM  1000     27103    1.00    0.00    0.00    0.00    1.00     8  listener
11:55:57 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     2  listener
11:55:57 AM  1000     27185    1.00    1.00    0.00    0.00    2.00     0  listener
11:55:57 AM  1000     27190    0.00    1.00    0.00    0.00    1.00     1  listener
11:55:57 AM  1000     27210    0.00    0.00    0.00    0.00    0.00    14  listener
11:55:57 AM  1000     27212    0.00    1.00    0.00    0.00    1.00    10  listener

11:55:57 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:55:58 AM  1000     26825    1.00    1.00    0.00    0.00    2.00     8  listener
11:55:58 AM  1000     26827    0.00    1.00    0.00    0.00    1.00    14  listener
11:55:58 AM  1000     26829    1.00    0.00    0.00    0.00    1.00     7  listener
11:55:58 AM  1000     26831    0.00    1.00    0.00    0.00    1.00    10  listener
11:55:58 AM  1000     26833    1.00    0.00    0.00    0.00    1.00     9  listener
11:55:58 AM  1000     26835    0.00    1.00    0.00    0.00    1.00     5  listener
11:55:58 AM  1000     26837    1.00    1.00    0.00    0.00    2.00     3  listener
11:55:58 AM  1000     26839    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:58 AM  1000     26842    1.00    0.00    0.00    0.00    1.00     5  listener
11:55:58 AM  1000     26845    0.00    1.00    0.00    0.00    1.00    13  listener
11:55:58 AM  1000     26853    1.00    0.00    0.00    0.00    1.00     6  listener
11:55:58 AM  1000     26857    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:58 AM  1000     26868    1.00    0.00    0.00    0.00    1.00    13  listener
11:55:58 AM  1000     26870    0.00    1.00    0.00    0.00    1.00     2  listener
11:55:58 AM  1000     26891    0.00    1.00    0.00    0.00    1.00     8  listener
11:55:58 AM  1000     26916    0.00    1.00    0.00    0.00    1.00    17  listener
11:55:58 AM  1000     26999    1.00    0.00    0.00    0.00    1.00     0  listener
11:55:58 AM  1000     27003    0.00    1.00    0.00    0.00    1.00     1  listener
11:55:58 AM  1000     27005    1.00    0.00    0.00    0.00    1.00    14  listener
11:55:58 AM  1000     27023    0.00    1.00    0.00    0.00    1.00    10  listener
11:55:58 AM  1000     27043    1.00    0.00    0.00    0.00    1.00    13  listener
11:55:58 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:58 AM  1000     27076    1.00    0.00    0.00    0.00    1.00     3  listener
11:55:58 AM  1000     27079    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:58 AM  1000     27082    1.00    0.00    0.00    0.00    1.00     0  listener
11:55:58 AM  1000     27099    0.00    1.00    0.00    0.00    1.00     1  listener
11:55:58 AM  1000     27103    1.00    0.00    0.00    0.00    1.00     6  listener
11:55:58 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     2  listener
11:55:58 AM  1000     27185    0.00    0.00    0.00    0.00    0.00     1  listener
11:55:58 AM  1000     27190    0.00    1.00    0.00    0.00    1.00    18  listener
11:55:58 AM  1000     27210    1.00    0.00    0.00    0.00    1.00    14  listener
11:55:58 AM  1000     27212    0.00    1.00    0.00    0.00    1.00     1  listener

11:55:58 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:55:59 AM  1000     26825    0.00    0.00    0.00    0.00    0.00     2  listener
11:55:59 AM  1000     26827    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:59 AM  1000     26829    1.00    1.00    0.00    0.00    2.00     7  listener
11:55:59 AM  1000     26831    0.00    1.00    0.00    0.00    1.00     5  listener
11:55:59 AM  1000     26833    1.00    1.00    0.00    0.00    2.00     9  listener
11:55:59 AM  1000     26835    0.00    0.00    0.00    0.00    0.00     5  listener
11:55:59 AM  1000     26837    0.00    0.00    0.00    0.00    0.00     3  listener
11:55:59 AM  1000     26839    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:59 AM  1000     26842    1.00    1.00    0.00    0.00    2.00     5  listener
11:55:59 AM  1000     26845    0.00    1.00    0.00    0.00    1.00    13  listener
11:55:59 AM  1000     26853    0.00    1.00    0.00    0.00    1.00     6  listener
11:55:59 AM  1000     26857    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:59 AM  1000     26868    1.00    1.00    0.00    0.00    2.00     1  listener
11:55:59 AM  1000     26870    0.00    0.00    0.00    0.00    0.00     2  listener
11:55:59 AM  1000     26891    1.00    0.00    0.00    0.00    1.00     8  listener
11:55:59 AM  1000     26916    0.00    1.00    0.00    0.00    1.00     4  listener
11:55:59 AM  1000     26999    0.00    0.00    0.00    0.00    0.00     0  listener
11:55:59 AM  1000     27003    0.00    1.00    0.00    0.00    1.00     8  listener
11:55:59 AM  1000     27005    0.00    0.00    0.00    0.00    0.00     1  listener
11:55:59 AM  1000     27023    0.00    1.00    0.00    0.00    1.00     8  listener
11:55:59 AM  1000     27043    1.00    0.00    0.00    0.00    1.00    13  listener
11:55:59 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:59 AM  1000     27076    1.00    1.00    0.00    0.00    2.00     3  listener
11:55:59 AM  1000     27079    0.00    0.00    0.00    0.00    0.00     6  listener
11:55:59 AM  1000     27082    0.00    1.00    0.00    0.00    1.00     1  listener
11:55:59 AM  1000     27099    0.00    1.00    0.00    0.00    1.00     3  listener
11:55:59 AM  1000     27103    0.00    0.00    0.00    0.00    0.00     6  listener
11:55:59 AM  1000     27129    0.00    1.00    0.00    0.00    1.00    10  listener
11:55:59 AM  1000     27185    1.00    0.00    0.00    0.00    1.00     3  listener
11:55:59 AM  1000     27190    0.00    0.00    0.00    0.00    0.00     3  listener
11:55:59 AM  1000     27210    1.00    0.00    0.00    0.00    1.00     3  listener
11:55:59 AM  1000     27212    0.00    0.00    0.00    0.00    0.00     3  listener

11:55:59 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:00 AM  1000     26825    1.00    1.00    0.00    0.00    2.00     2  listener
11:56:00 AM  1000     26827    0.00    1.00    0.00    0.00    1.00    11  listener
11:56:00 AM  1000     26829    0.00    1.00    0.00    0.00    1.00    13  listener
11:56:00 AM  1000     26831    1.00    1.00    0.00    0.00    2.00     1  listener
11:56:00 AM  1000     26833    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:00 AM  1000     26835    0.00    2.00    0.00    0.00    2.00     3  listener
11:56:00 AM  1000     26837    1.00    1.00    0.00    0.00    2.00    14  listener
11:56:00 AM  1000     26839    0.00    2.00    0.00    0.00    2.00     4  listener
11:56:00 AM  1000     26842    1.00    0.00    0.00    0.00    1.00     1  listener
11:56:00 AM  1000     26845    0.00    1.00    0.00    1.00    1.00     2  listener
11:56:00 AM  1000     26853    0.00    1.00    0.00    0.00    1.00     1  listener
11:56:00 AM  1000     26857    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:00 AM  1000     26868    1.00    0.00    0.00    0.00    1.00    14  listener
11:56:00 AM  1000     26870    0.00    2.00    0.00    0.00    2.00     2  listener
11:56:00 AM  1000     26891    2.00    0.00    0.00    0.00    2.00    14  listener
11:56:00 AM  1000     26916    0.00    2.00    0.00    0.00    2.00     6  listener
11:56:00 AM  1000     26999    1.00    1.00    0.00    0.00    2.00     0  listener
11:56:00 AM  1000     27003    0.00    1.00    0.00    0.00    1.00    15  listener
11:56:00 AM  1000     27005    1.00    1.00    0.00    1.00    2.00    10  listener
11:56:00 AM  1000     27023    0.00    1.00    0.00    0.00    1.00     1  listener
11:56:00 AM  1000     27043    1.00    1.00    0.00    0.00    2.00    13  listener
11:56:00 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:00 AM  1000     27076    0.00    1.00    0.00    0.00    1.00     0  listener
11:56:00 AM  1000     27079    0.00    2.00    0.00    0.00    2.00     0  listener
11:56:00 AM  1000     27082    1.00    1.00    0.00    0.00    2.00     3  listener
11:56:00 AM  1000     27099    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:00 AM  1000     27103    2.00    0.00    0.00    0.00    2.00     3  listener
11:56:00 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:00 AM  1000     27185    1.00    1.00    0.00    0.00    2.00     3  listener
11:56:00 AM  1000     27190    0.00    2.00    0.00    0.00    2.00     2  listener
11:56:00 AM  1000     27210    2.00    0.00    0.00    0.00    2.00     3  listener
11:56:00 AM  1000     27212    0.00    2.00    0.00    0.00    2.00    15  listener

11:56:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:01 AM  1000     26825    1.00    1.00    0.00    0.00    2.00     2  listener
11:56:01 AM  1000     26827    0.00    1.00    0.00    0.00    1.00    11  listener
11:56:01 AM  1000     26829    1.00    0.00    0.00    0.00    1.00    13  listener
11:56:01 AM  1000     26831    0.00    0.00    0.00    0.00    0.00     1  listener
11:56:01 AM  1000     26833    0.00    1.00    0.00    0.00    1.00    13  listener
11:56:01 AM  1000     26835    0.00    1.00    0.00    0.00    1.00    16  listener
11:56:01 AM  1000     26837    1.00    0.00    0.00    0.00    1.00     4  listener
11:56:01 AM  1000     26839    0.00    1.00    0.00    0.00    1.00     4  listener
11:56:01 AM  1000     26842    0.00    0.00    0.00    0.00    0.00     2  listener
11:56:01 AM  1000     26845    0.00    1.00    0.00    0.00    1.00    13  listener
11:56:01 AM  1000     26853    0.00    1.00    0.00    0.00    1.00     0  listener
11:56:01 AM  1000     26857    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     26868    1.00    0.00    0.00    0.00    1.00    15  listener
11:56:01 AM  1000     26870    0.00    0.00    0.00    0.00    0.00     2  listener
11:56:01 AM  1000     26891    1.00    0.00    0.00    0.00    1.00    14  listener
11:56:01 AM  1000     26916    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     26999    0.00    0.00    0.00    0.00    0.00     0  listener
11:56:01 AM  1000     27003    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     27005    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     27023    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     27043    1.00    0.00    0.00    0.00    1.00    14  listener
11:56:01 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:01 AM  1000     27076    0.00    1.00    0.00    0.00    1.00     0  listener
11:56:01 AM  1000     27079    0.00    0.00    0.00    0.00    0.00     0  listener
11:56:01 AM  1000     27082    1.00    1.00    0.00    0.00    2.00     5  listener
11:56:01 AM  1000     27099    0.00    1.00    0.00    0.00    1.00     8  listener
11:56:01 AM  1000     27103    1.00    0.00    0.00    0.00    1.00    10  listener
11:56:01 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:01 AM  1000     27185    0.00    1.00    0.00    0.00    1.00     9  listener
11:56:01 AM  1000     27190    0.00    0.00    0.00    0.00    0.00     2  listener
11:56:01 AM  1000     27210    0.00    0.00    0.00    0.00    0.00     3  listener
11:56:01 AM  1000     27212    0.00    0.00    0.00    0.00    0.00     0  listener

11:56:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:02 AM  1000     26825    0.00    0.00    0.00    0.00    0.00     2  listener
11:56:02 AM  1000     26827    0.00    1.00    0.00    0.00    1.00    11  listener
11:56:02 AM  1000     26829    1.00    0.00    0.00    0.00    1.00    13  listener
11:56:02 AM  1000     26831    0.00    1.00    0.00    0.00    1.00    17  listener
11:56:02 AM  1000     26833    0.00    1.00    0.00    0.00    1.00    14  listener
11:56:02 AM  1000     26835    0.00    0.00    0.00    0.00    0.00    16  listener
11:56:02 AM  1000     26837    0.00    1.00    0.00    0.00    1.00    14  listener
11:56:02 AM  1000     26839    0.00    1.00    0.00    0.00    1.00     8  listener
11:56:02 AM  1000     26842    1.00    0.00    0.00    0.00    1.00     3  listener
11:56:02 AM  1000     26845    0.00    1.00    0.00    0.00    1.00     2  listener
11:56:02 AM  1000     26853    1.00    1.00    0.00    0.00    2.00    19  listener
11:56:02 AM  1000     26857    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:02 AM  1000     26868    1.00    1.00    0.00    0.00    2.00    13  listener
11:56:02 AM  1000     26870    0.00    1.00    0.00    0.00    1.00     2  listener
11:56:02 AM  1000     26891    1.00    0.00    0.00    0.00    1.00     1  listener
11:56:02 AM  1000     26916    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:02 AM  1000     26999    1.00    0.00    0.00    0.00    1.00     0  listener
11:56:02 AM  1000     27003    0.00    1.00    0.00    0.00    1.00    12  listener
11:56:02 AM  1000     27005    0.00    1.00    0.00    0.00    1.00    11  listener
11:56:02 AM  1000     27023    0.00    1.00    0.00    0.00    1.00     1  listener
11:56:02 AM  1000     27043    0.00    1.00    0.00    0.00    1.00    15  listener
11:56:02 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:02 AM  1000     27076    0.00    0.00    0.00    0.00    0.00     1  listener
11:56:02 AM  1000     27079    0.00    1.00    0.00    0.00    1.00     0  listener
11:56:02 AM  1000     27082    0.00    0.00    0.00    0.00    0.00     5  listener
11:56:02 AM  1000     27099    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:02 AM  1000     27103    1.00    0.00    0.00    0.00    1.00     3  listener
11:56:02 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:02 AM  1000     27185    1.00    0.00    0.00    0.00    1.00     9  listener
11:56:02 AM  1000     27190    0.00    1.00    0.00    0.00    1.00     2  listener
11:56:02 AM  1000     27210    1.00    1.00    0.00    0.00    2.00    11  listener
11:56:02 AM  1000     27212    0.00    1.00    0.00    0.00    1.00    15  listener

11:56:02 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:03 AM  1000     26825    1.00    0.00    0.00    0.00    1.00     2  listener
11:56:03 AM  1000     26827    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:03 AM  1000     26829    1.00    0.00    0.00    0.00    1.00     7  listener
11:56:03 AM  1000     26831    1.00    0.00    0.00    0.00    1.00    12  listener
11:56:03 AM  1000     26833    1.00    1.00    0.00    0.00    2.00    14  listener
11:56:03 AM  1000     26835    0.00    1.00    0.00    0.00    1.00     9  listener
11:56:03 AM  1000     26837    2.00    0.00    0.00    0.00    2.00    16  listener
11:56:03 AM  1000     26839    0.00    1.00    0.00    0.00    1.00    13  listener
11:56:03 AM  1000     26842    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:03 AM  1000     26845    0.00    0.00    0.00    0.00    0.00    13  listener
11:56:03 AM  1000     26853    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:03 AM  1000     26857    0.00    1.00    0.00    0.00    1.00    12  listener
11:56:03 AM  1000     26868    1.00    0.00    0.00    0.00    1.00    13  listener
11:56:03 AM  1000     26870    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:03 AM  1000     26891    0.00    1.00    0.00    0.00    1.00    14  listener
11:56:03 AM  1000     26916    0.00    0.00    0.00    0.00    0.00     3  listener
11:56:03 AM  1000     26999    0.00    1.00    0.00    0.00    1.00     0  listener
11:56:03 AM  1000     27003    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:03 AM  1000     27005    1.00    0.00    0.00    0.00    1.00    11  listener
11:56:03 AM  1000     27023    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:03 AM  1000     27043    1.00    0.00    0.00    0.00    1.00    14  listener
11:56:03 AM  1000     27067    0.00    1.00    0.00    0.00    1.00     6  listener
11:56:03 AM  1000     27076    1.00    0.00    0.00    0.00    1.00     1  listener
11:56:03 AM  1000     27079    0.00    1.00    0.00    0.00    1.00    11  listener
11:56:03 AM  1000     27082    1.00    0.00    0.00    0.00    1.00     5  listener
11:56:03 AM  1000     27099    0.00    0.00    0.00    0.00    0.00     6  listener
11:56:03 AM  1000     27103    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:03 AM  1000     27129    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:03 AM  1000     27185    1.00    0.00    0.00    0.00    1.00     9  listener
11:56:03 AM  1000     27190    0.00    1.00    0.00    0.00    1.00    12  listener
11:56:03 AM  1000     27210    1.00    0.00    0.00    0.00    1.00    10  listener
11:56:03 AM  1000     27212    0.00    1.00    0.00    0.00    1.00     5  listener

11:56:03 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:04 AM  1000     26825    1.00    1.00    0.00    0.00    2.00     2  listener
11:56:04 AM  1000     26827    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:04 AM  1000     26829    1.00    0.00    0.00    0.00    1.00     3  listener
11:56:04 AM  1000     26831    0.00    0.00    0.00    0.00    0.00    19  listener
11:56:04 AM  1000     26833    1.00    0.00    0.00    0.00    1.00    10  listener
11:56:04 AM  1000     26835    0.00    1.00    0.00    0.00    1.00     9  listener
11:56:04 AM  1000     26837    0.00    1.00    0.00    0.00    1.00    17  listener
11:56:04 AM  1000     26839    0.00    1.00    0.00    0.00    1.00    14  listener
11:56:04 AM  1000     26842    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:04 AM  1000     26845    0.00    1.00    0.00    0.00    1.00     2  listener
11:56:04 AM  1000     26853    1.00    1.00    0.00    0.00    2.00    10  listener
11:56:04 AM  1000     26857    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:04 AM  1000     26868    1.00    0.00    0.00    0.00    1.00    13  listener
11:56:04 AM  1000     26870    0.00    0.00    0.00    0.00    0.00     5  listener
11:56:04 AM  1000     26891    1.00    0.00    0.00    0.00    1.00     8  listener
11:56:04 AM  1000     26916    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:04 AM  1000     26999    1.00    0.00    0.00    0.00    1.00     0  listener
11:56:04 AM  1000     27003    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:04 AM  1000     27005    1.00    0.00    0.00    0.00    1.00    12  listener
11:56:04 AM  1000     27023    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:04 AM  1000     27043    1.00    0.00    0.00    0.00    1.00    14  listener
11:56:04 AM  1000     27067    0.00    0.00    0.00    0.00    0.00    13  listener
11:56:04 AM  1000     27076    1.00    0.00    0.00    0.00    1.00     3  listener
11:56:04 AM  1000     27079    0.00    1.00    0.00    0.00    1.00    12  listener
11:56:04 AM  1000     27082    0.00    1.00    0.00    0.00    1.00     5  listener
11:56:04 AM  1000     27099    1.00    0.00    0.00    0.00    1.00     6  listener
11:56:04 AM  1000     27103    1.00    1.00    0.00    0.00    2.00    10  listener
11:56:04 AM  1000     27129    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:04 AM  1000     27185    0.00    1.00    0.00    0.00    1.00    14  listener
11:56:04 AM  1000     27190    1.00    0.00    0.00    0.00    1.00     2  listener
11:56:04 AM  1000     27210    2.00    0.00    0.00    0.00    2.00    13  listener
11:56:04 AM  1000     27212    0.00    1.00    0.00    0.00    1.00     5  listener

11:56:04 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:05 AM  1000     26825    1.00    0.00    0.00    0.00    1.00     2  listener
11:56:05 AM  1000     26827    0.00    0.00    0.00    0.00    0.00     3  listener
11:56:05 AM  1000     26829    0.00    1.00    0.00    0.00    1.00     7  listener
11:56:05 AM  1000     26831    1.00    1.00    0.00    0.00    2.00     0  listener
11:56:05 AM  1000     26833    0.00    0.00    0.00    0.00    0.00    12  listener
11:56:05 AM  1000     26835    0.00    1.00    0.00    0.00    1.00     9  listener
11:56:05 AM  1000     26837    1.00    0.00    0.00    0.00    1.00     3  listener
11:56:05 AM  1000     26839    0.00    0.00    0.00    0.00    0.00    14  listener
11:56:05 AM  1000     26842    1.00    0.00    0.00    0.00    1.00     5  listener
11:56:05 AM  1000     26845    1.00    1.00    0.00    0.00    2.00    10  listener
11:56:05 AM  1000     26853    0.00    0.00    0.00    0.00    0.00    10  listener
11:56:05 AM  1000     26857    0.00    1.00    0.00    0.00    1.00    10  listener
11:56:05 AM  1000     26868    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:05 AM  1000     26870    0.00    1.00    0.00    0.00    1.00     3  listener
11:56:05 AM  1000     26891    0.00    0.00    0.00    0.00    0.00    14  listener
